year,originPackage,originClass,originLocation,destPackage,destClass,destLocation,duplicateSize
2007,base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(12486,490,<405,0>,<414,44>)",base.trunk.src.org.hsqldb.rowio,RowInputBase,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBase.java|(7022,530,<223,0>,<232,48>)",9
2007,base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,198,<49,0>,<58,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2084,198,<50,0>,<59,5>)",7
2007,base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(2050,214,<50,0>,<56,34>)",base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(2210,214,<55,0>,<61,34>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(63619,260,<1841,0>,<1853,51>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(31164,260,<1092,0>,<1104,51>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ConnectionDialog,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ConnectionDialog.java|(9403,192,<333,0>,<339,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Transfer,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/Transfer.java|(33679,192,<1129,0>,<1135,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ConnectionDialog,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ConnectionDialog.java|(1973,246,<47,0>,<54,35>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,Transfer,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/Transfer.java|(3855,246,<87,0>,<94,35>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcResultSetMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetMetaDataTest.java|(11784,250,<319,0>,<325,52>)",base.trunk.test.org.hsqldb.jdbc,jdbcResultSetTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetTest.java|(4304,152,<112,0>,<118,20>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(63571,101,<1568,0>,<1575,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(56658,101,<1469,0>,<1476,5>)",5
2007,base.trunk.src.org.hsqldb.types,Type,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/Type.java|(16759,287,<498,0>,<508,31>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(43205,287,<1372,0>,<1382,31>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,198,<49,0>,<58,5>)",7
2007,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16791,158,<503,0>,<509,1>)",base.trunk.src.org.hsqldb.test,TestStoredProcedure,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestStoredProcedure.java|(3950,158,<124,0>,<130,1>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/DDLParser.java|(99613,163,<3365,0>,<3372,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,Parser,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Parser.java|(109201,139,<3756,0>,<3763,9>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2010,189,<49,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2034,189,<50,0>,<59,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,Type,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/Type.java|(17306,287,<519,0>,<529,31>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NumberType.java|(43284,287,<1376,0>,<1386,31>)",7
2007,base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(4125,178,<143,0>,<152,9>)",base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(11146,178,<367,0>,<376,9>)",6
2007,base.trunk.src.org.hsqldb.types,BlobDataMemory,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataMemory.java|(5184,120,<174,0>,<182,5>)",base.trunk.src.org.hsqldb.types,ClobDataID,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataID.java|(3382,120,<111,0>,<119,5>)",6
2007,base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2725,217,<85,0>,<97,9>)",base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2786,217,<89,0>,<101,9>)",9
2007,base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1982,165,<46,0>,<53,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1974,165,<46,0>,<53,25>)",5
2007,base.trunk.src.org.hsqldb.types,NullType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NullType.java|(1599,162,<31,0>,<37,24>)",base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(1599,162,<31,0>,<37,24>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobDataRemoteClient.java|(3034,120,<89,0>,<97,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobDataMemory,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobDataMemory.java|(3991,120,<136,0>,<144,5>)",6
2007,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(18554,389,<565,0>,<572,53>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(49389,389,<1313,0>,<1320,53>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(64612,229,<1881,0>,<1890,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(33119,229,<1171,0>,<1180,29>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)",base.trunk.test.org.hsqldb.jdbc,UtilTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,246,<275,0>,<286,32>)",8
2007,base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,352,<98,0>,<120,36>)",base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,352,<121,0>,<143,36>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,Constraint,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Constraint.java|(8358,250,<228,0>,<240,43>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,TriggerDef,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/TriggerDef.java|(7086,250,<176,0>,<188,43>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.persist,ScaledRAFileInJar,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/persist/ScaledRAFileInJar.java|(4181,153,<127,0>,<136,19>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.persist,ScaledRAFile,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/persist/ScaledRAFile.java|(9378,177,<268,0>,<277,23>)",5
2007,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4960,506,<188,0>,<210,29>)",base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4819,506,<181,0>,<203,29>)",16
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug778213,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug778213.java|(5778,158,<192,0>,<198,1>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,198,<56,0>,<65,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,198,<49,0>,<58,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(2303,149,<63,0>,<70,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(2309,149,<63,0>,<70,5>)",5
2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(120076,117,<2890,0>,<2897,5>)",base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(109538,117,<2794,0>,<2801,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,Sort,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/Sort.java|(5562,140,<165,0>,<171,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(3683,116,<122,0>,<128,9>)",5
2007,base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2887,116,<95,0>,<101,9>)",base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8796,116,<272,0>,<278,9>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(5447,135,<173,0>,<180,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcStatementTest.java|(3788,181,<110,0>,<117,5>)",5
2007,base.trunk.src.org.hsqldb,TableWorks,"|java+compilationUnit:///base/trunk/src/org/hsqldb/TableWorks.java|(6178,309,<159,0>,<166,40>)",base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(17691,393,<574,0>,<581,52>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37298,1518,<911,0>,<939,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10497,1539,<278,0>,<307,5>)",8
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4381,164,<119,0>,<127,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2059,164,<51,0>,<59,5>)",6
2007,base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(11775,173,<404,0>,<412,34>)",base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3709,238,<127,0>,<136,34>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10794,1437,<283,0>,<310,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19386,1437,<468,0>,<495,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestINPredicateParameterizationAndCorrelation,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(5552,158,<174,0>,<180,1>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug1191815,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3930,158,<120,0>,<126,1>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcScriptedTestCase,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcScriptedTestCase.java|(4072,437,<126,0>,<139,38>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestUtil,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestUtil.java|(4100,575,<116,0>,<132,42>)",10
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(126080,114,<3053,0>,<3061,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(45106,114,<1189,0>,<1197,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,451,<169,0>,<188,29>)",14
2007,base.trunk.src.org.hsqldb,Parser,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(24159,134,<759,0>,<765,13>)",base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(42544,134,<1392,0>,<1398,13>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestMultiInsert,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestMultiInsert.java|(1599,307,<31,0>,<42,34>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestMerge,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestMerge.java|(1599,307,<31,0>,<42,34>)",9
2007,base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1974,165,<46,0>,<53,25>)",base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1986,217,<47,0>,<57,25>)",5
2007,base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)",base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(3076,116,<107,0>,<113,9>)",5
2007,base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,352,<98,0>,<120,36>)",base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,352,<114,0>,<136,36>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10497,1539,<278,0>,<307,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(301706,1518,<6877,0>,<6905,5>)",8
2007,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(2877,177,<87,0>,<96,5>)",base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3011,177,<94,0>,<103,5>)",6
2007,base.trunk.src.org.hsqldb.types,ClobDataMemory,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataMemory.java|(3991,120,<136,0>,<144,5>)",base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataRemoteClient.java|(3034,120,<89,0>,<97,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,352,<98,0>,<120,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3266,352,<99,0>,<121,36>)",14
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)",base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3736,451,<134,0>,<153,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestCacheSize,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestCacheSize.java|(30898,171,<924,0>,<933,44>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestAllTypes,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestAllTypes.java|(15669,171,<423,0>,<432,44>)",5
2007,base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2826,116,<91,0>,<97,9>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2068,165,<50,0>,<57,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(1993,189,<49,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2582,189,<65,0>,<74,5>)",7
2007,base.trunk.src.org.hsqldb.test,TestSelf,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSelf.java|(6610,352,<180,0>,<194,5>)",base.trunk.src.org.hsqldb.test,TestScripts,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestScripts.java|(4998,352,<136,0>,<150,5>)",11
2007,base.trunk.src.org.hsqldb.test,TestGroupByHaving,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestGroupByHaving.java|(1599,197,<31,0>,<38,26>)",base.trunk.src.org.hsqldb.test,TestSubselect,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSubselect.java|(1599,197,<31,0>,<38,26>)",6
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1903,223,<45,0>,<56,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2001,223,<49,0>,<60,32>)",8
2007,base.trunk.src.org.hsqldb.types,ClobDataMemory,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataMemory.java|(3991,120,<136,0>,<144,5>)",base.trunk.src.org.hsqldb.types,BlobDataMemory,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobDataMemory.java|(5184,120,<174,0>,<182,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ConnectionDialogSwing.java|(9383,219,<257,0>,<263,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ConnectionDialog,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ConnectionDialog.java|(8218,219,<271,0>,<277,9>)",6
2007,base.trunk.src.org.hsqldb.server,Server,"|java+compilationUnit:///base/trunk/src/org/hsqldb/server/Server.java|(13672,447,<347,0>,<355,57>)",base.trunk.src.org.hsqldb.server,WebServer,"|java+compilationUnit:///base/trunk/src/org/hsqldb/server/WebServer.java|(6027,447,<143,0>,<151,57>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestSql,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestSql.java|(1625,239,<33,0>,<40,22>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,TransferDb,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/TransferDb.java|(1625,239,<33,0>,<40,22>)",7
2007,base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(6454,224,<228,0>,<242,9>)",base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5660,224,<173,0>,<187,9>)",10
